age,gender,country,self_employed,family_history,treatment,work_interfere,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_concequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
30,male,Canada,0,No,1,Rarely,Never,1,No,No,No,No,Yes,Very difficult,Yes,Yes,No,No,No,No,No,No
21,male,United States of America,0,Yes,0,Not applicable to me,Sometimes,1,I don't know,I am not sure,No,I don't know,No,Somewhat easy,Yes,No,No,No,Yes,Maybe,I don't know,No
27,male,United States of America,0,Yes,1,Often,Sometimes,1,Yes,I am not sure,No,No,Yes,Very easy,No,No,Maybe,Maybe,No,Maybe,I don't know,No
36,female,United States of America,0,Yes,0,Not applicable to me,Always,1,No,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,Yes,No,No,No,I don't know,No
26,male,United Kingdom,0,I don't know,1,Rarely,Never,1,No,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Yes,Maybe,No,No,No,No,I don't know,No
34,male,United States of America,0,I don't know,0,Not applicable to me,Never,1,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,Yes,Yes,I don't know,No
36,female,United States of America,0,Yes,1,Sometimes,Never,1,Yes,Yes,No,No,Yes,Somewhat difficult,Yes,No,Maybe,Maybe,No,No,I don't know,No
36,male,Netherlands,0,No,0,Not applicable to me,Never,1,I don't know,No,No,No,I don't know,Very easy,Yes,No,Yes,Yes,No,No,I don't know,No
21,male,Germany,0,I don't know,1,Sometimes,Never,1,Yes,Yes,No,No,No,Very difficult,Yes,Yes,Maybe,No,Maybe,Maybe,No,No
66,male,United States of America,0,Yes,1,Rarely,Sometimes,0,No,No,No,No,I don't know,Somewhat difficult,Maybe,No,Yes,No,No,No,I don't know,No
27,male,Sweden,0,I don't know,0,Not applicable to me,Never,1,No,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,No,No,Yes,I don't know,No
44,male,United States of America,0,I don't know,1,Never,Sometimes,1,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,Maybe,Maybe,Maybe,I don't know,No
32,male,United States of America,0,No,0,Not applicable to me,Always,0,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Maybe,No,No,No,No,Maybe,I don't know,No
23,female,United States of America,0,Yes,0,Rarely,Sometimes,0,Not eligible for coverage / N/A,Yes,No,No,Yes,Somewhat difficult,Yes,No,No,No,No,No,I don't know,Yes
34,female,United States of America,0,Yes,1,Never,Sometimes,1,I don't know,I am not sure,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
19,male,India,0,No,0,Not applicable to me,Always,1,No,No,No,No,No,Very easy,No,No,Yes,Yes,Yes,No,Yes,No
27,female,Australia,0,I don't know,0,Not applicable to me,Sometimes,1,Not eligible for coverage / N/A,N/A,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
35,male,Canada,0,No,0,Not applicable to me,Sometimes,1,Yes,Yes,Yes,No,Yes,Very easy,No,No,Maybe,Yes,Yes,Yes,Yes,No
20,male,United States of America,0,Yes,1,Never,Always,1,Yes,No,No,No,I don't know,I don't know,No,No,Yes,Yes,No,No,Yes,No
26,male,United States of America,0,I don't know,1,Never,Sometimes,1,No,No,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,Maybe,Maybe,Yes,No
28,female,United States of America,0,Yes,1,Not applicable to me,Sometimes,1,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,No,No,No,Yes,No
30,male,United States of America,0,No,1,Never,Sometimes,0,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,No,Maybe,No,No,Yes,I don't know,No
28,male,Australia,0,No,0,Not applicable to me,Sometimes,1,No,No,No,No,I don't know,Neither easy nor difficult,Yes,Maybe,No,Maybe,No,No,I don't know,No
21,male,Australia,0,No,1,Not applicable to me,Never,1,Not eligible for coverage / N/A,N/A,No,No,I don't know,Somewhat difficult,Yes,Yes,No,Yes,No,No,I don't know,No
23,male,United Kingdom,0,No,0,Not applicable to me,Never,1,Not eligible for coverage / N/A,N/A,No,No,I don't know,Somewhat difficult,No,No,Maybe,Yes,Maybe,Yes,No,No
26,male,United States of America,0,No,0,Not applicable to me,Sometimes,1,I don't know,I am not sure,No,No,Yes,Neither easy nor difficult,Maybe,No,Yes,No,No,No,I don't know,No
30,male,New Zealand,0,Yes,0,Not applicable to me,Always,1,I don't know,I am not sure,No,No,I don't know,Very easy,No,No,Maybe,Maybe,Maybe,Maybe,I don't know,No
22,male,United Kingdom,0,I don't know,0,Not applicable to me,Never,1,No,No,No,No,I don't know,I don't know,Yes,Maybe,No,No,Maybe,Maybe,I don't know,No
37,male,United States of America,0,No,0,Not applicable to me,Sometimes,1,I don't know,I am not sure,No,No,I don't know,I don't know,No,No,Maybe,Maybe,No,No,I don't know,No
52,male,United States of America,0,No,0,Not applicable to me,Sometimes,1,Yes,No,No,No,I don't know,Somewhat difficult,No,No,Maybe,Maybe,Maybe,Yes,Yes,No
39,male,United States of America,0,I don't know,0,Not applicable to me,Sometimes,1,I don't know,I am not sure,I don't know,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,No,Maybe,I don't know,No
34,male,United States of America,0,Yes,0,Not applicable to me,Sometimes,1,Yes,I am not sure,No,No,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,Yes
39,male,United States of America,0,No,1,Not applicable to me,Sometimes,1,Yes,No,No,I don't know,Yes,Very difficult,No,No,No,Maybe,No,No,I don't know,No
24,male,Bulgaria,0,Yes,0,Not applicable to me,Sometimes,1,No,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,Maybe,Maybe,I don't know,No
25,male,United States of America,0,No,1,Never,Never,1,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,No,Maybe,No,No,Maybe,Yes,No
50,male,United States of America,0,Yes,1,Often,Sometimes,1,Yes,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,No,Yes,Yes,Maybe,Maybe,Yes,No
39,male,Canada,0,No,0,Not applicable to me,Sometimes,1,I don't know,I am not sure,I don't know,Yes,Yes,Very easy,No,No,Maybe,Maybe,Maybe,Maybe,Yes,No
36,male,United States of America,0,No,0,Not applicable to me,Sometimes,1,I don't know,No,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
31,male,United States of America,0,Yes,1,Sometimes,Never,1,I don't know,No,No,I don't know,I don't know,Very easy,No,No,Maybe,Yes,No,No,I don't know,No
27,female,Germany,0,No,1,Sometimes,Always,1,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
31,female,Other,0,I don't know,0,Not applicable to me,Always,1,Not eligible for coverage / N/A,N/A,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,No,No,Yes,No
27,male,United States of America,0,No,0,Not applicable to me,Never,0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,No,No,Yes,No,Maybe,I don't know,No
40,female,United States of America,0,Yes,0,Not applicable to me,Always,1,I don't know,No,No,Yes,Yes,I don't know,No,No,No,Yes,No,No,Yes,Yes
35,male,Canada,0,Yes,1,Sometimes,Never,1,No,N/A,No,No,I don't know,Somewhat easy,No,No,No,No,No,Maybe,I don't know,No
23,male,India,0,No,0,Sometimes,Sometimes,1,No,No,No,No,No,I don't know,Maybe,No,No,No,No,Yes,No,No
38,male,France,0,No,0,Not applicable to me,Always,1,No,N/A,Yes,No,Yes,Very easy,No,No,Maybe,Maybe,No,No,I don't know,No
39,male,Germany,0,I don't know,0,Sometimes,Sometimes,1,No,I am not sure,Yes,No,I don't know,Somewhat easy,No,No,Maybe,Yes,Maybe,Yes,I don't know,No
31,male,Germany,0,Yes,0,Not applicable to me,Sometimes,1,Yes,Yes,Yes,Yes,No,Very easy,Maybe,No,Maybe,Yes,Maybe,Yes,No,No
26,male,United Kingdom,0,No,0,Not applicable to me,Always,1,Not eligible for coverage / N/A,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Maybe,Maybe,Maybe,No,No
23,male,France,0,No,0,Not applicable to me,Sometimes,1,I don't know,No,No,No,Yes,Very easy,No,No,Maybe,Yes,No,No,Yes,No
33,male,United States of America,0,No,0,Not applicable to me,Sometimes,1,I don't know,No,No,I don't know,I don't know,I don't know,No,No,Yes,Yes,Maybe,Maybe,I don't know,No
30,male,United States of America,0,No,0,Not applicable to me,Always,0,Yes,No,No,I don't know,I don't know,I don't know,Maybe,No,No,Maybe,No,Maybe,I don't know,No
39,male,United Kingdom,0,I don't know,0,Never,Always,1,No,N/A,Yes,No,Yes,Very easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No
22,male,United States of America,0,Yes,0,Not applicable to me,Never,1,I don't know,I am not sure,I don't know,I don't know,I don't know,I don't know,Yes,No,Maybe,No,Maybe,Maybe,I don't know,No
25,male,United States of America,0,I don't know,0,Not applicable to me,Sometimes,1,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,No,No,I don't know,No
40,male,United Kingdom,0,Yes,0,Sometimes,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,Yes,Yes,No
24,male,United Kingdom,0,No,0,Sometimes,Never,1,No,N/A,No,No,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,Yes,No,No
22,male,Brazil,0,Yes,0,Rarely,Always,0,No,N/A,No,No,I don't know,Somewhat difficult,Maybe,Yes,No,No,Maybe,Yes,No,No
49,female,United States of America,0,No,0,Not applicable to me,Sometimes,1,No,N/A,No,No,I don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
25,male,Bosnia and Herzegovina,0,I don't know,0,Not applicable to me,Never,1,No,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,No,No,I don't know,No
39,male,United Kingdom,0,No,0,Sometimes,Sometimes,0,No,No,No,No,I don't know,Very difficult,Maybe,No,Maybe,Maybe,Maybe,Yes,I don't know,No
28,male,Netherlands,0,No,0,Not applicable to me,Never,1,No,N/A,No,No,I don't know,Very easy,No,No,Maybe,Yes,Maybe,Yes,I don't know,No
47,male,United States of America,0,Yes,1,Often,Sometimes,1,No,Yes,No,No,No,Neither easy nor difficult,Yes,Maybe,No,No,No,No,No,Yes
57,male,United States of America,0,No,0,Not applicable to me,Always,1,Yes,No,No,No,Yes,Very difficult,Yes,Maybe,No,No,No,No,I don't know,No
26,female,United States of America,0,Yes,1,Rarely,Sometimes,1,No,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,No,Maybe,I don't know,No
30,male,United States of America,0,Yes,0,Not applicable to me,Sometimes,1,Yes,Yes,No,No,Yes,I don't know,Maybe,No,No,Maybe,No,Yes,I don't know,No
35,female,United States of America,0,I don't know,0,Not applicable to me,Never,1,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Yes,No,No,No,No,No,I don't know,No
38,male,New Zealand,0,Yes,1,Often,Sometimes,1,No,N/A,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
29,male,Netherlands,0,I don't know,1,Sometimes,Never,1,I don't know,I am not sure,No,No,No,Very difficult,Yes,No,Maybe,No,Maybe,Yes,No,No
30,male,United States of America,0,No,0,Not applicable to me,Never,0,I don't know,I am not sure,No,No,I don't know,Very difficult,Yes,No,Maybe,Maybe,Maybe,Yes,No,No
26,female,United States of America,0,Yes,1,Sometimes,Never,1,I don't know,No,Yes,No,Yes,Somewhat difficult,Yes,Yes,No,No,No,Maybe,No,Yes
30,male,United States of America,0,I don't know,0,Not applicable to me,Never,1,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,No,No,No,Maybe,No,No
39,male,United States of America,0,Yes,0,Not applicable to me,Never,1,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,No,No,Maybe,Maybe,Maybe,I don't know,No
34,male,United Kingdom,0,Yes,1,Not applicable to me,Always,1,No,No,No,No,I don't know,Very easy,No,No,Maybe,Maybe,Maybe,Maybe,Yes,No
32,male,United States of America,0,I don't know,0,Not applicable to me,Never,0,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
25,male,Germany,0,Yes,1,Sometimes,Sometimes,1,No,N/A,No,No,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,No,Yes,Yes,No
31,other,United States of America,0,Yes,1,Sometimes,Always,1,Yes,No,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,Maybe,No,Yes,No
22,male,United Kingdom,0,Yes,1,Not applicable to me,Sometimes,1,Not eligible for coverage / N/A,N/A,No,No,I don't know,Very difficult,Maybe,No,No,No,No,Maybe,I don't know,No
31,male,United Kingdom,0,Yes,1,Often,Never,1,I don't know,No,No,No,Yes,Somewhat easy,Yes,Yes,Yes,Yes,No,No,No,No
32,male,United Kingdom,0,No,0,Rarely,Sometimes,1,No,No,No,No,I don't know,I don't know,Yes,No,No,No,No,No,I don't know,Yes
24,male,United States of America,0,Yes,0,Not applicable to me,Sometimes,1,No,No,No,No,I don't know,Very easy,No,No,Maybe,Yes,Yes,Yes,Yes,No
33,female,United States of America,0,Yes,1,Never,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No
31,male,Denmark,0,Yes,0,Not applicable to me,Sometimes,1,No,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,I don't know,No
42,male,United Kingdom,0,Yes,1,Sometimes,Sometimes,1,Not eligible for coverage / N/A,N/A,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,Yes,No,No
31,male,United States of America,0,No,0,Not applicable to me,Sometimes,1,No,N/A,No,No,I don't know,I don't know,Maybe,Maybe,No,No,Yes,Yes,No,No
20,female,Canada,0,I don't know,0,Not applicable to me,Never,1,Not eligible for coverage / N/A,N/A,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,No,Maybe,I don't know,No
38,male,Netherlands,0,Yes,0,Rarely,Never,1,Yes,No,Yes,I don't know,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,I don't know,No
27,male,United States of America,0,Yes,1,Rarely,Sometimes,1,Yes,I am not sure,No,No,I don't know,I don't know,Maybe,No,No,No,No,Maybe,I don't know,No
30,female,United States of America,0,Yes,0,Not applicable to me,Sometimes,0,I don't know,No,No,No,I don't know,Very difficult,Yes,Yes,Maybe,Yes,No,No,I don't know,No
25,female,United Kingdom,0,I don't know,0,Not applicable to me,Sometimes,1,Not eligible for coverage / N/A,N/A,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,Maybe,Maybe,I don't know,No
30,male,United Kingdom,0,Yes,0,Not applicable to me,Sometimes,1,Not eligible for coverage / N/A,N/A,No,No,I don't know,Neither easy nor difficult,Yes,Maybe,Maybe,No,No,No,No,Yes
26,male,Chile,0,No,0,Not applicable to me,Never,1,No,No,No,No,No,Somewhat difficult,Yes,Maybe,No,No,No,No,No,No
29,male,Chile,0,I don't know,1,Sometimes,Sometimes,1,No,No,I don't know,I don't know,No,Very difficult,Yes,No,Maybe,No,Maybe,Maybe,No,No
27,female,Chile,0,Yes,1,Sometimes,Sometimes,0,No,No,No,No,I don't know,Neither easy nor difficult,Yes,No,No,Yes,No,Yes,I don't know,No
22,male,United States of America,0,Yes,1,Sometimes,Never,0,I don't know,I am not sure,No,No,I don't know,I don't know,Maybe,No,No,Maybe,No,Yes,No,No
35,female,United States of America,0,No,1,Rarely,Always,1,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,No,Yes,Maybe,Maybe,Maybe,I don't know,No
24,male,United Kingdom,0,No,1,Never,Never,0,No,No,No,No,Yes,Neither easy nor difficult,No,No,Maybe,Maybe,No,Maybe,I don't know,No
28,male,France,0,Yes,0,Not applicable to me,Sometimes,1,Not eligible for coverage / N/A,No,No,No,Yes,Neither easy nor difficult,Maybe,No,Yes,No,No,Yes,I don't know,No
35,male,United States of America,0,No,1,Rarely,Never,0,Yes,Yes,No,No,I don't know,I don't know,Maybe,No,No,No,No,Maybe,I don't know,No
28,female,United States of America,0,Yes,1,Rarely,Always,1,Yes,Yes,Yes,Yes,I don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No
27,male,India,0,Yes,1,Often,Sometimes,1,No,I am not sure,Yes,No,I don't know,Somewhat difficult,Yes,Maybe,No,Yes,No,No,No,No
26,other,Ireland,0,Yes,1,Sometimes,Sometimes,1,No,No,No,No,No,Somewhat difficult,Yes,No,No,No,No,Maybe,No,No
22,female,United States of America,0,No,1,Often,Sometimes,1,Yes,I am not sure,No,No,Yes,Very easy,Yes,Yes,No,No,No,No,Yes,No
34,male,United States of America,0,Yes,1,Never,Sometimes,0,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,Yes,No,No,No,No,No,No,No
30,female,United States of America,0,Yes,1,Rarely,Always,1,Yes,I am not sure,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
44,male,Canada,0,No,0,Not applicable to me,Sometimes,0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,No,Maybe,No,Yes,Yes,No
35,male,United States of America,0,Yes,1,Sometimes,Always,1,Yes,Yes,No,I don't know,Yes,Very easy,No,No,Yes,Yes,No,No,No,No
52,male,United States of America,0,Yes,1,Rarely,Sometimes,1,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,I don't know,No
31,male,United States of America,0,Yes,1,Rarely,Sometimes,0,I don't know,No,No,No,I don't know,I don't know,Yes,No,No,No,No,Yes,Yes,No
42,male,Germany,0,No,0,Not applicable to me,Never,0,Yes,Yes,I don't know,Yes,Yes,Very easy,No,No,Maybe,Maybe,Maybe,Maybe,Yes,No
35,male,Germany,0,No,1,Sometimes,Never,1,I don't know,No,No,No,I don't know,Somewhat difficult,No,No,No,No,No,Maybe,I don't know,No
32,other,Germany,0,Yes,1,Rarely,Never,1,Not eligible for coverage / N/A,Yes,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,Maybe,Maybe,No,No
30,male,United States of America,0,No,1,Often,Sometimes,1,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
33,male,Germany,0,No,0,Not applicable to me,Never,1,No,No,No,Yes,I don't know,Somewhat easy,Maybe,No,No,No,No,No,I don't know,Yes
29,male,United Kingdom,0,No,0,Never,Never,1,No,Yes,No,No,I don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
29,male,United Kingdom,0,Yes,1,Rarely,Sometimes,1,No,I am not sure,Yes,No,I don't know,Somewhat easy,No,No,Maybe,Yes,Maybe,Yes,I don't know,No
40,male,United States of America,0,I don't know,1,Rarely,Always,1,Yes,I am not sure,No,I don't know,Yes,Somewhat easy,No,No,Maybe,Yes,Maybe,Maybe,No,No
32,male,Canada,0,Yes,0,Sometimes,Never,0,Yes,Yes,No,I don't know,Yes,Somewhat difficult,Maybe,No,Maybe,Yes,No,Yes,No,No
40,male,United States of America,0,I don't know,0,Not applicable to me,Sometimes,0,I don't know,No,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,Maybe,Yes,I don't know,No
28,male,United States of America,0,Yes,0,Not applicable to me,Never,1,Yes,I am not sure,No,I don't know,Yes,I don't know,Maybe,Maybe,No,Maybe,No,Maybe,I don't know,No
28,male,Belgium,0,No,0,Not applicable to me,Sometimes,1,Yes,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,Maybe,Yes,I don't know,No
33,male,Brazil,0,I don't know,1,Never,Never,0,No,N/A,No,No,I don't know,I don't know,Maybe,No,No,No,No,Maybe,I don't know,No
26,male,United States of America,0,Yes,1,Rarely,Sometimes,1,Yes,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,Yes,I don't know,No
28,female,United States of America,0,Yes,1,Sometimes,Sometimes,1,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Yes,No,No,No,No
23,male,United States of America,0,I don't know,1,Often,Sometimes,1,I don't know,No,No,No,I don't know,I don't know,Yes,No,Maybe,Yes,No,Maybe,No,No
31,male,United States of America,0,No,0,Not applicable to me,Sometimes,0,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,Yes,I don't know,No
39,female,United States of America,0,Yes,1,Never,Sometimes,1,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,Maybe,I don't know,No
34,male,France,0,No,0,Not applicable to me,Sometimes,1,I don't know,No,I don't know,I don't know,I don't know,Very easy,Maybe,Maybe,Yes,Yes,Maybe,No,I don't know,No
29,female,United States of America,0,I don't know,1,Rarely,Sometimes,1,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,Yes,No,No,No,No,Maybe,No,No
35,male,United States of America,0,Yes,1,Rarely,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,I don't know,No
36,male,United States of America,0,Yes,1,Not applicable to me,Always,1,Yes,No,I don't know,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,Maybe,Maybe,I don't know,No
37,male,United States of America,0,No,0,Not applicable to me,Never,1,Yes,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Yes,I don't know,No
41,female,United States of America,0,No,0,Rarely,Sometimes,1,Yes,Yes,No,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,No,No,Yes,I don't know,No
35,male,United States of America,0,No,0,Not applicable to me,Always,1,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Yes,Maybe,Maybe,I don't know,No
27,male,United States of America,0,Yes,1,Sometimes,Always,1,Yes,I am not sure,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
37,male,United Kingdom,0,No,0,Not applicable to me,Never,1,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,Maybe,Maybe,Yes,No
37,male,United States of America,0,I don't know,1,Sometimes,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
